"","YEAR","SERIAL","MONTH","CPSID","ASECFLAG","HFLAG","ASECWTH","STATEFIP","PERNUM","CPSIDP","CPSIDV","ASECWT","AGE","EMPSTAT","WKSTAT","EDUC","Education"
"611",2005,26586,3,20040301981500,1,NA,1995.89,17,2,20040301981506,200403019815061,2598.32,47,21,50,81,"Some College No Degree"
"612",2005,26586,3,20040301981500,1,NA,1995.89,17,3,20040301981505,200403019815051,2598.83,40,21,50,71,"Less than a High School Diploma"
"613",2005,26601,3,0,1,NA,959.52,17,1,0,0,959.52,33,21,50,81,"Some College No Degree"
"614",2005,26674,3,20040302068000,1,NA,2175.45,17,3,20040302068003,200403020680032,2497.58,33,21,50,73,"High School Diploma"
"615",2005,26682,3,20040301918400,1,NA,1055.68,17,2,20040301918402,200403019184021,1055.68,54,21,50,73,"High School Diploma"
"616",2005,26702,3,20050205792600,1,NA,1238.39,17,1,20050205792601,200502057926011,1238.39,27,21,50,73,"High School Diploma"
"617",2005,26751,3,20040106823500,1,NA,1084.34,17,4,20040106823503,200401068235031,1412.61,48,21,50,71,"Less than a High School Diploma"
"618",2005,26782,3,20050301999900,1,NA,2199.41,17,1,20050301999901,200503019999011,2199.41,33,21,50,20,"Less than a High School Diploma"
"619",2005,26791,3,20040105827700,1,NA,1158.58,17,1,20040105827701,200401058277011,1158.58,44,21,50,73,"High School Diploma"
"620",2005,26796,3,20031205577000,1,NA,1046.73,17,2,20031205577002,200312055770021,2223.52,37,21,50,73,"High School Diploma"
"621",2005,26796,3,20031205577000,1,NA,1046.73,17,4,20031205577008,200312055770081,1493.58,29,21,50,81,"Some College No Degree"
"622",2005,26823,3,20050302130900,1,NA,2686.22,17,1,20050302130901,200503021309011,2686.22,40,21,50,73,"High School Diploma"
"623",2005,26840,3,20040106096300,1,NA,1075.42,17,1,20040106096301,200401060963011,1075.42,39,21,50,73,"High School Diploma"
"624",2005,26840,3,20040106096300,1,NA,1075.42,17,2,20040106096302,200401060963021,1075.42,40,21,50,60,"Less than a High School Diploma"
"625",2005,26846,3,20040201980600,1,NA,2465.15,17,3,20040201980603,200402019806031,2956.61,34,21,50,92,"Associate's Degree"
"626",2005,26884,3,20040201949300,1,NA,1349.36,17,1,20040201949301,200402019493011,1349.36,25,21,50,81,"Some College No Degree"
"627",2005,26890,3,20040301979700,1,NA,1359.23,17,1,20040301979701,200403019797011,1359.23,49,21,50,81,"Some College No Degree"
"628",2005,26897,3,20040202017600,1,NA,1234.03,17,1,20040202017601,200402020176011,1234.03,44,21,50,91,"Associate's Degree"
"629",2005,26935,3,0,1,NA,1008.2,17,1,0,0,1008.2,39,21,50,40,"Less than a High School Diploma"
"630",2005,26973,3,20040201995700,1,NA,1074.14,17,2,20040201995702,200402019957021,2194.76,59,21,50,81,"Some College No Degree"
"631",2005,26994,3,20050207031600,1,NA,3303.55,17,1,20050207031601,200502070316011,3303.55,60,21,60,123,"Advanced Degree"
"632",2005,27033,3,20040201977800,1,NA,1331.21,17,1,20040201977801,200402019778011,1331.21,36,21,50,73,"High School Diploma"
"633",2005,27033,3,20040201977800,1,NA,1331.21,17,2,20040201977802,200402019778021,1331.21,40,21,50,73,"High School Diploma"
"634",2005,27063,3,0,1,NA,1157.42,17,2,0,0,1157.42,42,21,50,73,"High School Diploma"
"635",2005,27066,3,0,1,NA,1430.51,17,1,0,0,1430.51,37,21,50,71,"Less than a High School Diploma"
"636",2005,27071,3,0,1,NA,1172.72,17,3,0,0,2506.16,52,21,50,73,"High School Diploma"
"637",2005,27075,3,0,1,NA,1286.39,17,1,0,0,1286.39,65,21,50,81,"Some College No Degree"
"638",2005,27075,3,0,1,NA,1286.39,17,2,0,0,2253.2,25,21,50,81,"Some College No Degree"
"639",2005,27087,3,0,1,NA,1332.8,17,2,0,0,1332.8,43,21,50,73,"High School Diploma"
"640",2005,27096,3,0,1,NA,1237.75,17,2,0,0,1237.75,46,21,50,73,"High School Diploma"
"641",2005,27141,3,0,1,NA,1308.98,17,1,0,0,1308.98,40,21,60,73,"High School Diploma"
"642",2005,27146,3,0,1,NA,982.78,17,2,0,0,982.78,33,22,50,73,"High School Diploma"
"643",2005,27175,3,0,1,NA,1402.64,17,2,0,0,1402.64,45,21,50,73,"High School Diploma"
"644",2005,27176,3,0,1,NA,1402.64,17,2,0,0,1402.64,45,21,50,81,"Some College No Degree"
"645",2005,27236,3,0,1,NA,1424.66,17,1,0,0,1424.66,34,21,50,111,"Bachelor's Degree"
"646",2005,27261,3,0,1,NA,1157.06,17,2,0,0,1157.06,46,21,50,111,"Bachelor's Degree"
"647",2005,27282,3,0,1,NA,1356.69,17,1,0,0,1356.69,30,21,60,73,"High School Diploma"
"648",2005,27296,3,0,1,NA,1237.6,17,2,0,0,1237.6,30,21,60,111,"Bachelor's Degree"
"649",2005,27302,3,0,1,NA,1606.65,17,3,0,0,1606.65,30,21,50,73,"High School Diploma"
"650",2005,27308,3,0,1,NA,1683.85,17,1,0,0,1683.85,49,21,50,81,"Some College No Degree"
"651",2005,27310,3,0,1,NA,1686.24,17,1,0,0,1686.24,54,21,50,111,"Bachelor's Degree"
"652",2005,27387,3,0,1,NA,1415.82,17,1,0,0,1415.82,48,21,50,73,"High School Diploma"
"653",2005,27388,3,0,1,NA,1360.06,17,1,0,0,1360.06,45,21,60,73,"High School Diploma"
"654",2005,27396,3,0,1,NA,1193.98,17,2,0,0,1193.98,32,21,50,73,"High School Diploma"
"655",2005,27451,3,0,1,NA,1599.98,17,1,0,0,1599.98,30,21,50,81,"Some College No Degree"
"656",2005,27451,3,0,1,NA,1599.98,17,3,0,0,2794.76,28,21,50,71,"Less than a High School Diploma"
"657",2005,27451,3,0,1,NA,1599.98,17,6,0,0,1599.98,31,21,50,71,"Less than a High School Diploma"
"658",2005,27452,3,0,1,NA,1599.98,17,1,0,0,1599.98,32,21,50,60,"Less than a High School Diploma"
"659",2005,27452,3,0,1,NA,1599.98,17,6,0,0,3803.61,36,22,50,73,"High School Diploma"
"660",2005,27463,3,0,1,NA,1358.05,17,2,0,0,1618.28,28,21,50,71,"Less than a High School Diploma"
"661",2005,27463,3,0,1,NA,1358.05,17,4,0,0,1343.3,43,21,50,111,"Bachelor's Degree"
"662",2005,27479,3,0,1,NA,1635.22,17,1,0,0,1635.22,56,21,50,73,"High School Diploma"
"663",2005,27484,3,0,1,NA,1516.65,17,2,0,0,1516.65,29,21,50,73,"High School Diploma"
"664",2005,27513,3,0,1,NA,1414.34,17,1,0,0,1414.34,62,21,60,123,"Advanced Degree"
"665",2005,27556,3,0,1,NA,1635.11,17,1,0,0,1635.11,54,21,50,91,"Associate's Degree"
"666",2005,27559,3,0,1,NA,1186.47,17,2,0,0,1186.47,39,21,60,30,"Less than a High School Diploma"
"667",2005,27648,3,20040302149200,1,NA,2117.72,17,1,20040302149201,200403021492011,2117.72,44,21,50,92,"Associate's Degree"
"668",2005,27650,3,20040105328700,1,NA,2197.04,17,3,20040105328704,200401053287041,3251.62,46,21,50,73,"High School Diploma"
"669",2005,27661,3,20040302148400,1,NA,1156.81,17,3,20040302148404,200403021484041,1156.81,41,21,50,50,"Less than a High School Diploma"
"670",2005,27688,3,20041203415600,1,NA,1278.75,17,3,20041203415605,200412034156051,2446.21,41,21,60,73,"High School Diploma"
"671",2005,27695,3,20050302205500,1,NA,3656.11,17,3,20050302205503,200503022055031,3036.69,56,21,50,81,"Some College No Degree"
"672",2005,27783,3,20050102099400,1,NA,2801.2,17,2,20050102099402,200501020994021,2801.2,46,21,50,81,"Some College No Degree"
"673",2005,27810,3,0,1,NA,1532.11,17,1,0,0,1532.11,33,21,50,81,"Some College No Degree"
"674",2005,27942,3,20041207004600,1,NA,1657.97,17,1,20041207004601,200412070046011,1657.97,53,21,50,123,"Advanced Degree"
"675",2005,27953,3,20050205192300,1,NA,1442.32,17,3,20050205192303,200502051923032,2067.41,49,21,50,71,"Less than a High School Diploma"
"676",2005,28000,3,20050302142200,1,NA,3114.04,17,2,20050302142202,200503021422021,2922.24,51,21,50,73,"High School Diploma"
"677",2005,28011,3,20040103605300,1,NA,1139.83,17,2,20040103605302,200401036053021,1139.83,41,21,50,73,"High School Diploma"
"678",2005,28016,3,20050302071300,1,NA,1626.53,17,1,20050302071301,200503020713011,1626.53,31,21,50,73,"High School Diploma"
"679",2005,28028,3,0,1,NA,1238.79,17,1,0,0,1238.79,41,21,50,81,"Some College No Degree"
"680",2005,28079,3,20050302210000,1,NA,3025.49,17,2,20050302210002,200503022100021,3025.49,70,21,60,73,"High School Diploma"
"681",2005,28083,3,20031203892300,1,NA,1062.27,17,2,20031203892302,200312038923021,1062.27,42,21,50,40,"Less than a High School Diploma"
"682",2006,23461,3,20050302168500,1,NA,3181.65,17,2,20050302168502,200503021685021,3428.72,58,21,50,40,"Less than a High School Diploma"
"683",2006,23463,3,20050302166800,1,NA,1382.2,17,2,20050302166802,200503021668021,1382.2,61,21,50,73,"High School Diploma"
"684",2006,23463,3,20050302166800,1,NA,1382.2,17,3,20050302166803,200503021668032,3104.35,40,21,50,73,"High School Diploma"
"685",2006,23475,3,20060202238300,1,NA,1093.92,17,1,20060202238301,200602022383011,1093.92,55,21,50,73,"High School Diploma"
"686",2006,23478,3,20050205466500,1,NA,3222.41,17,1,20050205466501,200502054665011,3222.41,35,21,50,60,"Less than a High School Diploma"
"687",2006,23557,3,20050102172700,1,NA,2766.05,17,2,20050102172702,200501021727021,4511.59,31,21,50,92,"Associate's Degree"
"688",2006,23593,3,20050102168100,1,NA,2817.67,17,1,20050102168101,200501021681012,2817.67,25,21,60,40,"Less than a High School Diploma"
"689",2006,23619,3,0,1,NA,1538.92,17,2,0,0,1538.92,32,21,50,60,"Less than a High School Diploma"
"690",2006,23635,3,20041202076300,1,NA,1359.39,17,1,20041202076301,200412020763011,1359.39,36,21,50,73,"High School Diploma"
"691",2006,23667,3,20050102179400,1,NA,1347.99,17,2,20050102179402,200501021794021,1347.99,43,21,50,73,"High School Diploma"
"692",2006,23681,3,20050204188800,1,NA,2964.28,17,1,20050204188801,200502041888011,2964.28,59,21,50,60,"Less than a High School Diploma"
"693",2006,23700,3,0,1,NA,1512.56,17,1,0,0,1512.56,46,21,50,73,"High School Diploma"
"694",2006,23711,3,20060104308000,1,NA,2949.7,17,2,20060104308002,200601043080021,2817.67,27,21,50,73,"High School Diploma"
"695",2006,23768,3,20050201899500,1,NA,1749.43,17,1,20050201899501,200502018995011,1749.43,43,21,50,73,"High School Diploma"
"696",2006,23776,3,0,1,NA,1344.36,17,2,0,0,2789.92,35,21,50,40,"Less than a High School Diploma"
"697",2006,23781,3,20051204503000,1,NA,2763.72,17,2,20051204503003,200512045030031,4770.03,43,21,50,73,"High School Diploma"
"698",2006,23786,3,20060202284400,1,NA,3285.11,17,2,20060202284402,200602022844021,3285.11,47,21,50,91,"Associate's Degree"
"699",2006,23798,3,20041202079100,1,NA,2665.46,17,2,20041202079102,200412020791021,3559.99,58,21,50,73,"High School Diploma"
"700",2006,23827,3,0,1,NA,1370.21,17,2,0,0,1370.21,38,21,60,111,"Bachelor's Degree"
"701",2006,23859,3,20041205222300,1,NA,2752.67,17,1,20041205222301,200412052223012,2752.67,49,21,50,73,"High School Diploma"
"702",2006,23895,3,20050102198700,1,NA,2716.63,17,1,20050102198701,200501021987012,2716.63,25,21,50,81,"Some College No Degree"
"703",2006,23897,3,20050102197500,1,NA,2781.15,17,1,20050102197501,200501021975011,2781.15,59,21,50,81,"Some College No Degree"
"704",2006,23902,3,0,1,NA,1605.18,17,1,0,0,1605.18,29,21,50,73,"High School Diploma"
"705",2006,23955,3,20051205208600,1,NA,1907.43,17,3,20051205208606,200512052086061,1680.66,50,21,50,123,"Advanced Degree"
"706",2006,23972,3,20051205530800,1,NA,2012.63,17,1,20051205530801,200512055308011,2012.63,41,21,50,73,"High School Diploma"
"707",2006,23997,3,20051204490000,1,NA,1279.48,17,2,20051204490002,200512044900021,1279.48,31,21,50,60,"Less than a High School Diploma"
"708",2006,24006,3,20051206276500,1,NA,3446.98,17,1,20051206276501,200512062765011,3446.98,27,21,50,111,"Bachelor's Degree"
"709",2006,24019,3,20060106935500,1,NA,3207.1,17,1,20060106935501,200601069355011,3207.1,32,21,50,60,"Less than a High School Diploma"
"710",2006,24040,3,20060105867100,1,NA,1570.75,17,1,20060105867101,200601058671011,1570.75,47,21,50,111,"Bachelor's Degree"
"711",2006,24066,3,20060106935600,1,NA,3812.99,17,1,20060106935601,200601069356011,3812.99,49,21,50,73,"High School Diploma"
"712",2006,24075,3,20060100512900,1,NA,3216.09,17,2,20060100512902,200601005129021,3216.09,46,21,50,60,"Less than a High School Diploma"
"713",2006,24084,3,20060106775000,1,NA,1969.1,17,1,20060106775001,200601067750011,1969.1,34,21,50,73,"High School Diploma"
"714",2006,24085,3,20060104314100,1,NA,1597.92,17,1,20060104314101,200601043141011,1597.92,60,21,60,81,"Some College No Degree"
"715",2006,24125,3,20060202115400,1,NA,1863.87,17,3,20060202115402,200602021154021,1863.87,34,21,50,81,"Some College No Degree"
"716",2006,24136,3,20060202186700,1,NA,1778.29,17,1,20060202186701,200602021867011,1778.29,41,21,50,60,"Less than a High School Diploma"
"717",2006,24154,3,20060202204800,1,NA,1172.68,17,3,20060202204802,200602022048022,1472.7,52,21,50,73,"High School Diploma"
"718",2006,24185,3,20060202107600,1,NA,1641.18,17,3,20060202107602,200602021076021,1863.87,31,21,50,73,"High School Diploma"
"719",2006,24195,3,20060202143600,1,NA,1770.73,17,1,20060202143601,200602021436011,1770.73,53,21,50,111,"Bachelor's Degree"
"720",2006,24199,3,20060202099600,1,NA,3411.33,17,1,20060202099601,200602020996011,3411.33,27,21,50,50,"Less than a High School Diploma"
"721",2006,24200,3,20060202126100,1,NA,3261.42,17,1,20060202126101,200602021261011,3261.42,33,21,50,73,"High School Diploma"
"722",2006,24235,3,20060302187700,1,NA,2589.55,17,1,20060302187701,200603021877011,2589.55,51,21,50,73,"High School Diploma"
"723",2006,24236,3,20060302182900,1,NA,1778.83,17,1,20060302182901,200603021829011,1778.83,31,21,50,81,"Some College No Degree"
"724",2006,24357,3,20041205224100,1,NA,2698.14,17,1,20041205224101,200412052241011,2698.14,56,21,50,111,"Bachelor's Degree"
"725",2006,24373,3,20041206344900,1,NA,2666.62,17,2,20041206344902,200412063449021,2666.62,46,21,50,111,"Bachelor's Degree"
"726",2006,24407,3,20041202071800,1,NA,2809.34,17,2,20041202071802,200412020718021,2809.34,35,21,50,10,"Less than a High School Diploma"
"727",2006,24420,3,20051204493700,1,NA,2243.86,17,1,20051204493701,200512044937011,2243.86,32,21,50,123,"Advanced Degree"
"728",2006,24461,3,20050102155500,1,NA,2582.61,17,1,20050102155501,200501021555011,2582.61,46,21,50,73,"High School Diploma"
"729",2006,24477,3,20050102031800,1,NA,1969.1,17,3,20050102031803,200501020318031,1969.1,32,21,50,91,"Associate's Degree"
"730",2006,24483,3,20050102017400,1,NA,3514.19,17,1,20050102017401,200501020174011,3514.19,25,21,50,73,"High School Diploma"
"731",2006,24609,3,20050203112600,1,NA,1462.33,17,1,20050203112602,200502031126021,1462.33,28,21,50,30,"Less than a High School Diploma"
"732",2006,24623,3,20050203113000,1,NA,1641.18,17,2,20050203113002,200502031130021,2024.5,43,21,50,60,"Less than a High School Diploma"
"733",2006,24676,3,20050302130900,1,NA,1299.18,17,1,20050302130901,200503021309012,1299.18,56,21,50,40,"Less than a High School Diploma"
"734",2006,24706,3,20050302028200,1,NA,1984.07,17,1,20050302028201,200503020282012,1984.07,51,21,50,123,"Advanced Degree"
"735",2006,24745,3,0,1,NA,1221.51,17,1,0,0,1221.51,41,21,50,81,"Some College No Degree"
"736",2006,24767,3,0,1,NA,1249.85,17,1,0,0,1249.85,29,21,50,73,"High School Diploma"
"737",2006,24782,3,0,1,NA,1278.18,17,1,0,0,1278.18,37,21,50,73,"High School Diploma"
"738",2006,24807,3,0,1,NA,1496.98,17,1,0,0,1496.98,27,21,50,73,"High School Diploma"
"739",2006,24831,3,0,1,NA,1859.75,17,2,0,0,1859.75,55,21,50,111,"Bachelor's Degree"
"740",2006,24861,3,0,1,NA,1501.32,17,1,0,0,1501.32,47,21,50,111,"Bachelor's Degree"
"741",2006,24923,3,0,1,NA,1650.94,17,1,0,0,1650.94,44,21,50,73,"High School Diploma"
"742",2006,24924,3,0,1,NA,2079.49,17,1,0,0,2079.49,32,21,50,73,"High School Diploma"
"743",2006,24937,3,0,1,NA,1482.59,17,1,0,0,1482.59,47,21,50,92,"Associate's Degree"
"744",2006,24954,3,0,1,NA,1689.28,17,1,0,0,1689.28,34,21,50,73,"High School Diploma"
"745",2006,24976,3,0,1,NA,1679.59,17,2,0,0,3165.81,55,22,50,91,"Associate's Degree"
"746",2006,24976,3,0,1,NA,1679.59,17,3,0,0,4531.59,51,22,50,81,"Some College No Degree"
"747",2006,24986,3,0,1,NA,1801.12,17,1,0,0,1801.12,35,21,50,111,"Bachelor's Degree"
"748",2006,25009,3,0,1,NA,1687.21,17,1,0,0,1687.21,40,21,50,111,"Bachelor's Degree"
"749",2006,25019,3,0,1,NA,1714.39,17,2,0,0,1778.39,37,21,50,40,"Less than a High School Diploma"
"750",2006,25025,3,0,1,NA,1426.79,17,1,0,0,1426.79,33,21,50,73,"High School Diploma"
"751",2006,25033,3,0,1,NA,1506.25,17,2,0,0,1506.25,59,21,50,111,"Bachelor's Degree"
"752",2006,25065,3,0,1,NA,1448.91,17,2,0,0,1448.91,45,21,50,10,"Less than a High School Diploma"
"753",2006,25117,3,20060202216800,1,NA,2935.02,17,1,20060202216801,200602022168011,2935.02,57,21,50,81,"Some College No Degree"
"754",2006,25164,3,20041200123700,1,NA,3181.79,17,1,20041200123701,200412001237012,3181.79,30,21,50,50,"Less than a High School Diploma"
"755",2006,25184,3,20060100524800,1,NA,1851.77,17,1,20060100524801,200601005248011,1851.77,45,21,50,111,"Bachelor's Degree"
"756",2006,25206,3,20050302070500,1,NA,1932.03,17,1,20050302070501,200503020705011,1932.03,40,21,50,111,"Bachelor's Degree"
"757",2006,25232,3,0,1,NA,1510.45,17,1,0,0,1510.45,58,21,50,10,"Less than a High School Diploma"
"758",2006,25269,3,0,1,NA,2196.22,17,1,0,0,2196.22,28,21,50,111,"Bachelor's Degree"
"759",2006,25291,3,0,1,NA,1680.44,17,1,0,0,1680.44,55,21,50,91,"Associate's Degree"
"760",2006,25322,3,20051206599800,1,NA,1085.67,17,1,20051206599801,200512065998011,1085.67,60,21,50,81,"Some College No Degree"
"761",2006,25324,3,20060105870900,1,NA,1300.22,17,1,20060105870901,200601058709011,1300.22,43,21,50,81,"Some College No Degree"
"762",2006,25345,3,20060202233100,1,NA,3108.21,17,1,20060202233101,200602022331011,3108.21,39,21,50,50,"Less than a High School Diploma"
"763",2006,25419,3,20050302083600,1,NA,2985.91,17,1,20050302083601,200503020836011,2985.91,50,21,50,111,"Bachelor's Degree"
"764",2006,25436,3,20051203315100,1,NA,1478.98,17,1,20051203315101,200512033151011,1478.98,33,21,50,81,"Some College No Degree"
"765",2006,25488,3,20050102070700,1,NA,2752.21,17,1,20050102070701,200501020707011,2752.21,46,21,50,111,"Bachelor's Degree"
"766",2006,25492,3,20050102139500,1,NA,3108.36,17,2,20050102139502,200501021395021,3108.36,47,21,50,10,"Less than a High School Diploma"
"767",2006,25520,3,20050302141300,1,NA,2931.05,17,2,20050302141302,200503021413021,2931.05,56,21,50,81,"Some College No Degree"
"768",2006,25528,3,0,1,NA,1249.85,17,2,0,0,1249.85,28,21,50,73,"High School Diploma"
"769",2006,25552,3,0,1,NA,1320.25,17,2,0,0,1320.25,43,21,50,20,"Less than a High School Diploma"
"770",2006,25576,3,20060202145300,1,NA,1368.64,17,1,20060202145301,200602021453011,1368.64,40,21,50,10,"Less than a High School Diploma"
"771",2006,25585,3,20041203417100,1,NA,1329.91,17,2,20041203417102,200412034171021,1329.91,40,21,50,111,"Bachelor's Degree"
"772",2006,25612,3,0,1,NA,1226.27,17,1,0,0,1226.27,37,21,50,91,"Associate's Degree"
"773",2006,25672,3,20050201900300,1,NA,2859.23,17,1,20050201900301,200502019003011,2859.23,52,21,50,111,"Bachelor's Degree"
"774",2006,25679,3,20050205723900,1,NA,3119.77,17,1,20050205723903,200502057239031,3119.77,51,21,50,81,"Some College No Degree"
"775",2006,25707,3,0,1,NA,1666.97,17,2,0,0,1465.26,55,21,50,73,"High School Diploma"
"776",2006,25722,3,0,1,NA,1890.94,17,2,0,0,1890.94,40,21,60,111,"Bachelor's Degree"
"777",2006,25738,3,20060202261600,1,NA,1416.15,17,3,20060202261603,200602022616031,2077.75,33,21,50,73,"High School Diploma"
"778",2006,25828,3,20060100528300,1,NA,2846.61,17,2,20060100528302,200601005283021,2846.61,25,21,50,73,"High School Diploma"
"779",2006,25833,3,20060202282500,1,NA,1710.1,17,1,20060202282501,200602022825011,1710.1,35,21,50,92,"Associate's Degree"
"780",2006,25853,3,20050205471800,1,NA,3494.76,17,1,20050205471801,200502054718012,3494.76,39,21,50,81,"Some College No Degree"
"781",2006,25911,3,20060105093300,1,NA,1225.38,17,2,20060105093302,200601050933022,1225.38,28,21,50,30,"Less than a High School Diploma"
"782",2006,25941,3,20050102099400,1,NA,2719.48,17,2,20050102099402,200501020994021,2719.48,47,21,50,81,"Some College No Degree"
"783",2006,25969,3,20060102112200,1,NA,2811.32,17,1,20060102112201,200601021122011,2811.32,58,21,50,73,"High School Diploma"
"784",2006,26009,3,20060302213200,1,NA,3513.58,17,1,20060302213201,200603022132011,3513.58,37,21,50,91,"Associate's Degree"
"785",2006,26028,3,0,1,NA,1484.96,17,1,0,0,1484.96,34,21,50,40,"Less than a High School Diploma"
"786",2006,26056,3,20060202186900,1,NA,2825.22,17,1,20060202186901,200602021869011,2825.22,52,21,50,73,"High School Diploma"
"787",2006,26058,3,20060202155900,1,NA,3697.8,17,1,20060202155901,200602021559011,3697.8,28,21,50,81,"Some College No Degree"
"788",2006,26088,3,0,1,NA,1830.47,17,1,0,0,1830.47,37,21,50,81,"Some College No Degree"
"789",2006,26119,3,20060302222500,1,NA,1840.82,17,1,20060302222501,200603022225011,1840.82,49,21,50,91,"Associate's Degree"
"790",2006,26128,3,20041205230400,1,NA,2794.28,17,2,20041205230402,200412052304021,2794.28,57,21,50,81,"Some College No Degree"
"791",2006,26135,3,20050102131000,1,NA,1626.72,17,2,20050102131002,200501021310021,1626.72,29,21,50,73,"High School Diploma"
"792",2006,26140,3,20050102139300,1,NA,1432.26,17,2,20050102139302,200501021393021,1432.26,25,21,60,92,"Associate's Degree"
"793",2006,26157,3,0,1,NA,1518.86,17,2,0,0,1518.86,47,21,60,92,"Associate's Degree"
"794",2006,26188,3,20060106625200,1,NA,2819.73,17,2,20060106625202,200601066252021,2819.73,48,21,50,111,"Bachelor's Degree"
"795",2006,26198,3,20060202280700,1,NA,3184.46,17,1,20060202280701,200602022807011,3184.46,39,21,50,73,"High School Diploma"
"796",2007,23561,3,20060105084800,1,NA,3198.87,17,1,20060105084801,200601050848011,3198.87,66,21,50,73,"High School Diploma"
"797",2007,23602,3,20070102294400,1,NA,3165.77,17,1,20070102294401,200701022944011,3165.77,31,21,50,73,"High School Diploma"
"798",2007,23608,3,20070202268600,1,NA,1608.71,17,1,20070202268601,200702022686011,1608.71,33,21,50,73,"High School Diploma"
"799",2007,23609,3,20070202270600,1,NA,2803.86,17,1,20070202270601,200702022706011,2803.86,54,21,50,73,"High School Diploma"
"800",2007,23659,3,20070102271600,1,NA,3136.53,17,1,20070102271601,200701022716011,3136.53,30,21,50,111,"Bachelor's Degree"
"801",2007,23708,3,20061202156600,1,NA,3231.05,17,1,20061202156601,200612021566011,3231.05,56,21,60,73,"High School Diploma"
"802",2007,23718,3,0,1,NA,2169.13,17,1,0,0,2169.13,33,21,50,91,"Associate's Degree"
"803",2007,23749,3,20070102271700,1,NA,2826.29,17,1,20070102271701,200701022717011,2826.29,57,21,50,81,"Some College No Degree"
"804",2007,23768,3,0,1,NA,1528.7,17,6,0,0,1718.41,38,21,50,71,"Less than a High School Diploma"
"805",2007,23781,3,20060104308000,1,NA,1672.82,17,1,20060104308002,200601043080021,1672.82,28,21,50,81,"Some College No Degree"
"806",2007,23791,3,20060605154100,1,NA,3014.86,17,1,20060605154101,200606051541011,3014.86,56,21,50,73,"High School Diploma"
"807",2007,23814,3,20061205247300,1,NA,1510.49,17,2,20061205247302,200612052473021,1510.49,30,21,50,73,"High School Diploma"
"808",2007,23815,3,20061205247400,1,NA,1510.49,17,2,20061205247402,200612052474021,1510.49,38,21,50,73,"High School Diploma"
"809",2007,23820,3,20061206816000,1,NA,3074.67,17,1,20061206816001,200612068160011,3074.67,42,21,50,73,"High School Diploma"
"810",2007,23821,3,20061205247500,1,NA,1734.11,17,4,20061205247502,200612052475021,1734.11,31,21,50,60,"Less than a High School Diploma"
"811",2007,23823,3,20070102275300,1,NA,1665.12,17,4,20070102275303,200701022753031,2462.55,36,21,50,50,"Less than a High School Diploma"
"812",2007,23831,3,0,1,NA,1453.35,17,2,0,0,1453.35,50,21,50,20,"Less than a High School Diploma"
"813",2007,23867,3,20070102303800,1,NA,1498.06,17,1,20070102303801,200701023038011,1498.06,49,21,50,73,"High School Diploma"
"814",2007,23918,3,20060302273500,1,NA,1725.57,17,1,20060302273501,200603022735011,1725.57,58,21,50,111,"Bachelor's Degree"
"815",2007,23968,3,20070102310500,1,NA,2899.51,17,1,20070102310501,200701023105011,2899.51,40,21,50,73,"High School Diploma"
"816",2007,23968,3,20070102310500,1,NA,2899.51,17,2,20070102310502,200701023105021,2899.51,40,21,50,73,"High School Diploma"
"817",2007,24027,3,20061200562400,1,NA,3056.29,17,1,20061200562401,200612005624011,3056.29,31,21,50,73,"High School Diploma"
"818",2007,24056,3,20070102174000,1,NA,1209.78,17,3,20070102174003,200701021740031,1209.78,35,21,50,73,"High School Diploma"
"819",2007,24068,3,20051204490000,1,NA,1209.78,17,2,20051204490002,200512044900021,1209.78,32,21,50,60,"Less than a High School Diploma"
"820",2007,24094,3,20070102229900,1,NA,2905.48,17,1,20070102229901,200701022299011,2905.48,36,21,50,92,"Associate's Degree"
"821",2007,24098,3,20060104313000,1,NA,1593.76,17,2,20060104313002,200601043130021,1593.76,59,21,50,73,"High School Diploma"
"822",2007,24129,3,20060102083300,1,NA,1205.45,17,3,20060102083303,200601020833031,2096.26,28,21,50,81,"Some College No Degree"
"823",2007,24144,3,20060106774800,1,NA,2176.64,17,1,20060106774801,200601067748011,2176.64,27,21,50,73,"High School Diploma"
"824",2007,24250,3,20060202104500,1,NA,2019.62,17,2,20060202104502,200602021045021,3014.56,31,21,50,73,"High School Diploma"
"825",2007,24271,3,20060202135600,1,NA,1123.71,17,3,20060202135604,200602021356041,1261.59,33,22,50,73,"High School Diploma"
"826",2007,24402,3,20061206327500,1,NA,3117.27,17,2,20061206327502,200612063275022,3117.27,45,21,50,111,"Bachelor's Degree"
"827",2007,24420,3,20061202144300,1,NA,1564.37,17,1,20061202144301,200612021443011,1564.37,49,21,50,111,"Bachelor's Degree"
"828",2007,24420,3,20061202144300,1,NA,1564.37,17,2,20061202144302,200612021443021,1564.37,49,21,50,124,"Advanced Degree"
"829",2007,24427,3,20061200567700,1,NA,1372.24,17,1,20061200567701,200612005677011,1372.24,61,21,60,91,"Associate's Degree"
"830",2007,24427,3,20061200567700,1,NA,1372.24,17,2,20061200567702,200612005677021,2877.51,43,21,50,91,"Associate's Degree"
"831",2007,24433,3,20061202144500,1,NA,2868.71,17,1,20061202144501,200612021445011,2868.71,60,21,50,123,"Advanced Degree"
"832",2007,24435,3,20061202144600,1,NA,1625,17,1,20061202144601,200612021446011,1625,40,21,50,30,"Less than a High School Diploma"
